city,latitude,longitude,timestamp,temperature_2m,windspeed_10m,precipitation,weathercode
Hamburg,53.55073,9.99302,2022-07-14T02:00,12.7,8.8,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T03:00,11.9,7.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T04:00,11.2,5.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T05:00,10.8,5.8,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T06:00,11.5,6.8,0.0,0
Hamburg,53.55073,9.99302,2022-07-14T07:00,13.1,7.6,0.0,0
Hamburg,53.55073,9.99302,2022-07-14T08:00,15.2,7.7,0.0,0
Hamburg,53.55073,9.99302,2022-07-14T09:00,16.7,10.6,0.0,1
Hamburg,53.55073,9.99302,2022-07-14T10:00,17.9,11.3,0.0,2
Hamburg,53.55073,9.99302,2022-07-14T11:00,19.0,12.6,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T12:00,19.6,15.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T13:00,19.6,17.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T14:00,19.7,17.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T15:00,19.5,18.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T16:00,18.2,22.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T17:00,17.3,21.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T18:00,16.5,20.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T19:00,16.9,21.7,0.0,1
Hamburg,53.55073,9.99302,2022-07-14T20:00,16.8,21.0,0.0,0
Hamburg,53.55073,9.99302,2022-07-14T21:00,15.6,18.0,0.0,0
Hamburg,53.55073,9.99302,2022-07-14T22:00,14.4,15.6,0.0,0
